,login,reponum,code,star,commit,Objective-C,Clojure,Java,Go,JavaScript,Swift
0,s3cur3,11,120158,71,410,687708,0,0,0,27830,0
0,dsdshcym,33,607280,143,2852,0,0,0,0,0,0
0,aforward,40,94947,114,1428,0,0,0,0,148,0
0,druzn3k,2,3500,0,8,0,0,0,0,0,0
0,fieldinrain,2,9,0,2,0,0,0,0,0,0
0,k1complete,26,106382,53,674,0,0,0,0,0,0
0,niku,98,3983552,223,2853,6800284,0,0,0,0,0
0,adkron,31,196872,193,772,0,0,0,0,0,0
0,jvf,11,435774,15,8328,0,0,0,0,641,0
0,ottolin,11,17168,7,213,0,0,0,0,0,0
0,superhawk610,40,178379,345,620,1428,0,0,3518,0,0
0,eproxus,30,91905,1162,1269,0,0,0,0,0,0
0,drincruz,43,738635,7,638,0,0,18575,0,0,0
0,albertoalmagro,18,286907,0,238,0,0,0,0,0,0
0,aleinside,8,39479,1,195,0,0,0,0,0,0
0,amarandon,19,461420,93,2726,0,0,0,0,0,0
0,brodeuralexis,28,72596,11,144,0,0,0,0,0,0
0,alistairstead,5,10976,13,611,0,0,0,0,31340,0
0,potatosalad,95,920626,549,14964,69224,0,0,0,0,0
0,Odaeus,3,910,2,22,0,0,0,0,0,0
0,AnilRedshift,44,3131158,20,1759,0,0,0,0,0,0
0,anildigital,78,316933,172,1362,0,0,0,0,0,0
0,arjan,124,935389,842,2808,683259,0,0,0,0,0
0,arkgil,28,308918,15,331,0,0,0,0,9225,0
0,artemrizhov,6,13543,164,250,0,0,0,0,0,0
0,blambi,2,431,0,14,0,0,0,0,0,0
0,BenBals,23,1217016,2,731,0,0,0,0,2374,0
0,FreedomBen,93,1872975,919,12751,0,0,0,0,43671,0
0,billgathen,33,187807,87,652,0,0,0,0,207632,0
0,achempion,17,18220,64,347,0,0,0,0,0,0
0,brettbeatty,25,30826,37,594,0,0,0,0,7433,0
0,orderthruchaos,8,5093,4,77,0,0,0,0,0,0
0,bcardarella,5,3874,180,156,0,0,0,0,0,0
0,thebrianemory,3,48895,275,177,0,0,0,0,37242,0
0,bgianfo,22,2234626,54,1154,0,0,0,0,263513,0
0,beedub,3,84492,0,1,0,0,0,0,0,0
0,bruce,60,180541,1041,2432,0,0,0,0,0,0
0,zeroum,0,0,0,0,0,0,0,0,0,0
0,bryanhunter,28,357888,152,588,0,0,0,0,0,0
0,bryanjos,60,412617,1055,2106,5068,0,0,0,7213,0
0,cameronp,13,25676,12,138,0,0,0,0,0,0
0,soteras,5,39528,1,308,0,0,0,0,0,0
0,ChrisBarthol,31,3662417,5,543,0,0,0,0,3539,0
0,cebernard,0,0,0,0,0,0,0,0,0,0
0,tyre,41,451194,448,1034,547,0,0,0,1282,0
0,camilleryr,34,343755,1,364,0,0,0,0,10823,0
0,m1dnight,31,611249,94,1141,0,0,196492,0,0,0
0,cas27,20,267406,39,370,0,0,0,0,0,0
0,revdan,11,14708,7,370,0,0,0,0,842,0
0,nifoc,15,-6226,11,650,0,0,0,0,0,0
0,darraghenright,28,579491,16,1474,0,0,0,0,3561,0
0,dcuddeback,16,116957,539,816,0,0,0,0,0,0
0,ukrbublik,19,300641,1253,1119,0,0,0,0,0,0
0,dnsbty,32,128274,77,992,0,0,0,0,84133,0
0,ericlathrop,23,67021,226,561,0,0,0,0,0,0
0,et,52,319430,28,716,0,0,0,0,0,0
0,qinix,29,336361,72,376,0,0,0,0,0,0
0,edennis,12,37538,29,188,0,0,0,0,0,0
0,enilsen16,114,953120,89,1814,78018,0,0,0,641,0
0,felipesere,63,311580,122,5490,0,0,0,0,0,0
0,fchabouis,25,55491,24,1890,0,0,0,0,45039,0
0,gjaldon,30,23706,866,736,0,0,0,0,0,0
0,garthk,36,50041,64,250,0,0,0,0,0,0
0,GeorgeTaveras1231,27,2774205,6,717,0,0,0,0,0,0
0,gianluca-nitti,14,192634,154,479,0,0,0,0,0,0
0,nirev,16,73692,54,1771,0,0,0,0,0,0
